-0.123	0.998927	0.001422	TRAPPIST-South	I+z	-30
-0.11644	1.000195	0.003248	TRAPPIST-South	I+z	-30
-0.11188	0.999763	0.000965	TRAPPIST-South	I+z	-30
-0.10732	1.002583	0.001183	TRAPPIST-South	I+z	-30
-0.102753	1.001437	0.001392	TRAPPIST-South	I+z	-30
-0.098186	0.997515	0.00177	TRAPPIST-South	I+z	-30
-0.093613	0.99905	0.001249	TRAPPIST-South	I+z	-30
-0.08834	1.001445	0.001242	TRAPPIST-South	I+z	-30
-0.08224	0.998506	0.002421	TRAPPIST-South	I+z	-30
-0.077731	0.99831	0.0012	TRAPPIST-South	I+z	-30
-0.072556	1.003609	0.001647	TRAPPIST-South	I+z	-30
-0.067111	0.997914	0.001975	TRAPPIST-South	I+z	-30
-0.062555	0.999371	0.001593	TRAPPIST-South	I+z	-30
-0.057953	0.998104	0.001757	TRAPPIST-South	I+z	-30
-0.051308	0.999445	0.001654	TRAPPIST-South	I+z	-30
-0.046415	0.999504	0.001426	TRAPPIST-South	I+z	-30
-0.041878	1.003434	0.002114	TRAPPIST-South	I+z	-30
-0.037331	0.99787	0.001679	TRAPPIST-South	I+z	-30
-0.03277	1.002719	0.001092	TRAPPIST-South	I+z	-30
-0.028191	1.004648	0.001298	TRAPPIST-South	I+z	-30
-0.023493	0.998315	0.001516	TRAPPIST-South	I+z	-30
-0.01646	0.989187	0.001372	TRAPPIST-South	I+z	-30
-0.011566	0.99069	0.001333	TRAPPIST-South	I+z	-30
-0.00701	0.994064	0.001487	TRAPPIST-South	I+z	-30
-0.002416	0.990314	0.001292	TRAPPIST-South	I+z	-30
0.002779	0.989053	0.001621	TRAPPIST-South	I+z	-30
0.008004	0.989438	0.001817	TRAPPIST-South	I+z	-30
0.014497	0.993959	0.002257	TRAPPIST-South	I+z	-30
0.019844	0.993365	0.001052	TRAPPIST-South	I+z	-30
0.024587	0.998113	0.001374	TRAPPIST-South	I+z	-30
0.029369	0.999164	0.00284	TRAPPIST-South	I+z	-30
0.033932	1.004039	0.002114	TRAPPIST-South	I+z	-30
0.0385	1.001513	0.00178	TRAPPIST-South	I+z	-30
0.043065	1.000039	0.001701	TRAPPIST-South	I+z	-30
0.058427	0.999961	0.002589	TRAPPIST-South	I+z	-30
0.063045	0.997889	0.002651	TRAPPIST-South	I+z	-30
0.067619	0.999352	0.001996	TRAPPIST-South	I+z	-30
0.07382	0.999078	0.001017	TRAPPIST-South	I+z	-30
-0.01649	0.992035	0.002297	TRAPPIST-South	I+z	-25
-0.01193	0.991103	0.001398	TRAPPIST-South	I+z	-25
-0.007463	0.989969	0.001063	TRAPPIST-South	I+z	-25
-0.00292	0.99279	0.001308	TRAPPIST-South	I+z	-25
0.001893	0.991842	0.000541	TRAPPIST-South	I+z	-25
0.006958	0.991753	0.00128	TRAPPIST-South	I+z	-25
0.012303	0.992343	0.00111	TRAPPIST-South	I+z	-25
0.018433	0.994545	0.001771	TRAPPIST-South	I+z	-25
0.02301	0.99652	0.001673	TRAPPIST-South	I+z	-25
0.027538	1.000788	0.001537	TRAPPIST-South	I+z	-25
0.032115	0.998066	0.001622	TRAPPIST-South	I+z	-25
0.036685	0.997792	0.001659	TRAPPIST-South	I+z	-25
0.041257	0.998176	0.001345	TRAPPIST-South	I+z	-25
0.047023	1.000725	0.001574	TRAPPIST-South	I+z	-25
0.05281	1.000543	0.001011	TRAPPIST-South	I+z	-25
0.057393	1.000863	0.001532	TRAPPIST-South	I+z	-25
0.061975	0.997258	0.00118	TRAPPIST-South	I+z	-25
0.066535	0.999072	0.002447	TRAPPIST-South	I+z	-25
0.071098	0.999694	0.001436	TRAPPIST-South	I+z	-25
0.075662	0.999325	0.001724	TRAPPIST-South	I+z	-25
0.081775	1.001467	0.001789	TRAPPIST-South	I+z	-25
0.087107	1.001659	0.001629	TRAPPIST-South	I+z	-25
0.091763	1.004628	0.002012	TRAPPIST-South	I+z	-25
0.096362	0.998959	0.002092	TRAPPIST-South	I+z	-25
0.100922	0.999665	0.001796	TRAPPIST-South	I+z	-25
0.105503	1.00267	0.00123	TRAPPIST-South	I+z	-25
0.110075	0.998928	0.00195	TRAPPIST-South	I+z	-25
0.116597	0.995847	0.000469	TRAPPIST-South	I+z	-25
0.12155	1.000002	0.003015	TRAPPIST-South	I+z	-25
0.126108	1.001268	0.00249	TRAPPIST-South	I+z	-25
0.131434	0.9996	0.002323	TRAPPIST-South	I+z	-25
-0.168723	0.998455	0.001472	TRAPPIST-South	I+z	-4
-0.162923	0.999779	0.001114	TRAPPIST-South	I+z	-4
-0.158006	0.999113	0.001348	TRAPPIST-South	I+z	-4
-0.153073	1.00288	0.000944	TRAPPIST-South	I+z	-4
-0.148233	1.001402	0.001796	TRAPPIST-South	I+z	-4
-0.143332	1.000329	0.000996	TRAPPIST-South	I+z	-4
-0.138452	1.002057	0.000932	TRAPPIST-South	I+z	-4
-0.132332	0.998576	0.000669	TRAPPIST-South	I+z	-4
-0.127199	1.000013	0.001187	TRAPPIST-South	I+z	-4
-0.122305	1.000212	0.001122	TRAPPIST-South	I+z	-4
-0.117392	0.999481	0.001473	TRAPPIST-South	I+z	-4
-0.112381	1.001561	0.000663	TRAPPIST-South	I+z	-4
-0.107431	0.99933	0.000929	TRAPPIST-South	I+z	-4
-0.101778	1.001368	0.000955	TRAPPIST-South	I+z	-4
-0.096312	0.999065	0.000864	TRAPPIST-South	I+z	-4
-0.091462	1.001261	0.00157	TRAPPIST-South	I+z	-4
-0.086601	1.000349	0.001926	TRAPPIST-South	I+z	-4
-0.081765	0.998842	0.000833	TRAPPIST-South	I+z	-4
-0.076862	0.999242	0.001102	TRAPPIST-South	I+z	-4
-0.071769	0.999572	0.000884	TRAPPIST-South	I+z	-4
-0.065715	0.997675	0.000805	TRAPPIST-South	I+z	-4
-0.060801	0.997837	0.00122	TRAPPIST-South	I+z	-4
-0.055926	0.998461	0.001147	TRAPPIST-South	I+z	-4
-0.051035	0.998204	0.001827	TRAPPIST-South	I+z	-4
-0.046135	1.000777	0.000964	TRAPPIST-South	I+z	-4
-0.041319	0.998964	0.0013	TRAPPIST-South	I+z	-4
-0.035403	1.001002	0.001809	TRAPPIST-South	I+z	-4
-0.030062	0.991943	0.001122	TRAPPIST-South	I+z	-4
-0.025145	0.988925	0.001234	TRAPPIST-South	I+z	-4
-0.020213	0.991045	0.001178	TRAPPIST-South	I+z	-4
-0.015283	0.993537	0.002478	TRAPPIST-South	I+z	-4
-0.010399	0.991681	0.001571	TRAPPIST-South	I+z	-4
-0.004889	0.992556	0.001305	TRAPPIST-South	I+z	-4
0.000825	0.991211	0.001482	TRAPPIST-South	I+z	-4
