-0.129357	0.998017	0.003345	TRAPPIST	I+z
-0.128497	0.999687	0.003335	TRAPPIST	I+z
-0.127357	0.99943	0.000002	TRAPPIST	I+z
-0.125837	1.002439	0.002183	TRAPPIST	I+z
-0.124317	0.999799	0.004476	TRAPPIST	I+z
-0.122797	0.995208	0.000491	TRAPPIST	I+z
-0.121277	0.998437	0.001603	TRAPPIST	I+z
-0.120137	0.998797	0.003303	TRAPPIST	I+z
-0.118997	0.997788	0.00401	TRAPPIST	I+z
-0.117453	1.000822	0.000739	TRAPPIST	I+z
-0.115928	1.003227	0.000146	TRAPPIST	I+z
-0.114408	0.991406	0.003246	TRAPPIST	I+z
-0.112868	0.999561	0.001115	TRAPPIST	I+z
-0.111718	1.003465	0.003257	TRAPPIST	I+z
-0.108548	1.00146	0.003239	TRAPPIST	I+z
-0.107399	0.996751	0.004186	TRAPPIST	I+z
-0.106259	1.003664	0.003229	TRAPPIST	I+z
-0.105119	0.99519	0.000278	TRAPPIST	I+z
-0.103599	1.00583	0.001739	TRAPPIST	I+z
-0.102079	0.999554	0.002706	TRAPPIST	I+z
-0.100544	1.003288	0.004973	TRAPPIST	I+z
-0.099019	0.996323	0.002664	TRAPPIST	I+z
-0.097684	0.998975	0.001775	TRAPPIST	I+z
-0.096574	1.002298	0.002023	TRAPPIST	I+z
-0.095064	0.997726	0.002707	TRAPPIST	I+z
-0.093746	0.99638	0.003123	TRAPPIST	I+z
-0.092402	1.00315	0.00141	TRAPPIST	I+z
-0.090879	1.002484	0.000903	TRAPPIST	I+z
-0.08974	0.997775	0.002512	TRAPPIST	I+z
-0.0884	1.000729	0.000982	TRAPPIST	I+z
-0.08687	1.001228	0.004653	TRAPPIST	I+z
-0.085351	1.000999	0.000322	TRAPPIST	I+z
-0.08402	1.003008	0.000499	TRAPPIST	I+z
-0.082311	0.998872	0.000837	TRAPPIST	I+z
-0.081171	0.998951	0.003275	TRAPPIST	I+z
-0.080031	1.004547	0.001157	TRAPPIST	I+z
-0.078506	1.00236	0.000932	TRAPPIST	I+z
-0.07704	0.997009	0.002514	TRAPPIST	I+z
-0.075377	1.002272	0.001428	TRAPPIST	I+z
-0.074127	1.000623	0.001456	TRAPPIST	I+z
-0.073055	1.00149	0.001097	TRAPPIST	I+z
-0.071676	1.004179	0.001814	TRAPPIST	I+z
-0.070146	0.996907	0.001108	TRAPPIST	I+z
-0.068626	1.003677	0.002768	TRAPPIST	I+z
-0.067132	0.998051	0.001475	TRAPPIST	I+z
-0.065776	1.000503	0.002559	TRAPPIST	I+z
-0.064677	0.999961	0.001739	TRAPPIST	I+z
-0.063259	0.999869	0.0018	TRAPPIST	I+z
-0.061734	0.998022	0.00136	TRAPPIST	I+z
-0.060211	1.002484	0.001802	TRAPPIST	I+z
-0.058924	0.997084	0.001419	TRAPPIST	I+z
-0.057675	1.000341	0.001387	TRAPPIST	I+z
-0.056197	0.998366	0.00069	TRAPPIST	I+z
-0.05487	1.000013	0.001064	TRAPPIST	I+z
-0.053365	1.000114	0.001153	TRAPPIST	I+z
-0.051974	1.001428	0.001335	TRAPPIST	I+z
-0.050615	1.000669	0.00096	TRAPPIST	I+z
