-0.044977	1.00625	0.004362	TRAPPIST-South	I+z	-38
-0.040416	0.997641	0.00202	TRAPPIST-South	I+z	-38
-0.035934	0.992013	0.001465	TRAPPIST-South	I+z	-38
-0.031452	0.99373	0.00145	TRAPPIST-South	I+z	-38
-0.026836	0.992084	0.001391	TRAPPIST-South	I+z	-38
-0.022251	0.994577	0.001932	TRAPPIST-South	I+z	-38
-0.017272	0.990253	0.002698	TRAPPIST-South	I+z	-38
-0.010794	0.992042	0.001361	TRAPPIST-South	I+z	-38
-0.006396	0.991641	0.001334	TRAPPIST-South	I+z	-38
-0.001959	0.992005	0.00152	TRAPPIST-South	I+z	-38
0.002493	0.997329	0.0014	TRAPPIST-South	I+z	-38
0.007079	0.997098	0.001972	TRAPPIST-South	I+z	-38
0.011658	0.999385	0.000827	TRAPPIST-South	I+z	-38
0.016544	0.998638	0.002048	TRAPPIST-South	I+z	-38
0.02344	1.004654	0.001615	TRAPPIST-South	I+z	-38
-0.055566	0.997679	0.002274	TRAPPIST-South	I+z	-33
-0.050986	1.000715	0.002008	TRAPPIST-South	I+z	-33
-0.046411	1.001245	0.001028	TRAPPIST-South	I+z	-33
-0.041841	1.001032	0.001246	TRAPPIST-South	I+z	-33
-0.037266	0.999816	0.001176	TRAPPIST-South	I+z	-33
-0.032686	1.000026	0.000692	TRAPPIST-South	I+z	-33
-0.027684	0.997845	0.001556	TRAPPIST-South	I+z	-33
-0.020973	0.996472	0.002805	TRAPPIST-South	I+z	-33
-0.016404	0.992834	0.00144	TRAPPIST-South	I+z	-33
-0.011834	0.993966	0.001125	TRAPPIST-South	I+z	-33
-0.007258	0.991145	0.000322	TRAPPIST-South	I+z	-33
-0.002693	0.990099	0.001661	TRAPPIST-South	I+z	-33
0.001876	0.990358	0.001365	TRAPPIST-South	I+z	-33
0.007267	0.992815	0.001363	TRAPPIST-South	I+z	-33
0.013767	0.993865	0.001065	TRAPPIST-South	I+z	-33
0.018879	0.996171	0.001012	TRAPPIST-South	I+z	-33
0.023451	1.000604	0.001931	TRAPPIST-South	I+z	-33
0.028027	0.996395	0.001301	TRAPPIST-South	I+z	-33
0.032587	1.000309	0.001829	TRAPPIST-South	I+z	-33
0.037154	1.003319	0.001582	TRAPPIST-South	I+z	-33
0.043319	1.001237	0.000925	TRAPPIST-South	I+z	-33
0.048697	1.000607	0.002821	TRAPPIST-South	I+z	-33
0.053261	0.999671	0.001805	TRAPPIST-South	I+z	-33
0.057837	0.99862	0.002126	TRAPPIST-South	I+z	-33
0.062414	0.998732	0.002551	TRAPPIST-South	I+z	-33
0.06774	0.999973	0.003453	TRAPPIST-South	I+z	-33
-0.052732	0.999737	0.000321	VLT/HAWK-I	NB209	-33
-0.046800	1.001435	0.000459	VLT/HAWK-I	NB209	-33
-0.041498	0.998717	0.000829	VLT/HAWK-I	NB209	-33
-0.036191	0.999821	0.000977	VLT/HAWK-I	NB209	-33
-0.030895	1.000309	0.000354	VLT/HAWK-I	NB209	-33
-0.025593	1.000035	0.000607	VLT/HAWK-I	NB209	-33
-0.020324	0.996743	0.000895	VLT/HAWK-I	NB209	-33
