-0.267167	1.003871	0.005091	TRAPPIST	I+z
-0.266027	0.996663	0.000456	TRAPPIST	I+z
-0.264507	0.99987	0.000893	TRAPPIST	I+z
-0.260967	0.996685	0.00398	TRAPPIST	I+z
-0.260207	1.000683	0.004198	TRAPPIST	I+z
-0.259067	0.999602	0.009744	TRAPPIST	I+z
-0.257547	0.999669	0.001182	TRAPPIST	I+z
-0.256027	1.001626	0.000459	TRAPPIST	I+z
-0.254507	0.999414	0.002514	TRAPPIST	I+z
-0.252987	0.999952	0.000748	TRAPPIST	I+z
-0.251847	0.997863	0.003434	TRAPPIST	I+z
-0.250707	1.004271	0.001244	TRAPPIST	I+z
-0.249187	1.000107	0.001806	TRAPPIST	I+z
-0.247667	1.002492	0.002256	TRAPPIST	I+z
-0.246148	0.997922	0.001576	TRAPPIST	I+z
-0.244998	1.003935	0.003436	TRAPPIST	I+z
-0.243858	1.002162	0.001561	TRAPPIST	I+z
-0.242338	1.004756	0.000726	TRAPPIST	I+z
-0.240818	0.997737	0.002533	TRAPPIST	I+z
-0.239293	0.993045	0.000856	TRAPPIST	I+z
-0.237768	0.998057	0.000495	TRAPPIST	I+z
-0.236628	0.994891	0.003431	TRAPPIST	I+z
-0.235488	1.003049	0.000269	TRAPPIST	I+z
-0.233948	0.99912	0.000132	TRAPPIST	I+z
-0.232488	1.003685	0.001425	TRAPPIST	I+z
-0.230988	1.003086	0.000361	TRAPPIST	I+z
-0.227148	0.999636	0.000001	TRAPPIST	I+z
-0.225638	0.993296	0.001299	TRAPPIST	I+z
-0.224098	1.000408	0.005314	TRAPPIST	I+z
-0.222588	1.002076	0.000711	TRAPPIST	I+z
-0.221088	0.996804	0.001435	TRAPPIST	I+z
-0.219968	0.995608	0.004838	TRAPPIST	I+z
-0.218868	0.99794	0.000276	TRAPPIST	I+z
-0.217339	1.006871	0.000885	TRAPPIST	I+z
-0.215819	0.998871	0.000237	TRAPPIST	I+z
-0.213919	1.010336	0.011883	TRAPPIST	I+z
-0.212399	1.003761	0.004168	TRAPPIST	I+z
-0.211639	1.000594	0.004493	TRAPPIST	I+z
-0.210499	0.999993	0.0014	TRAPPIST	I+z
-0.208979	0.996968	0.00482	TRAPPIST	I+z
-0.207464	0.996392	0.002338	TRAPPIST	I+z
-0.205949	1.002981	0.00154	TRAPPIST	I+z
-0.204424	0.997977	0.002503	TRAPPIST	I+z
-0.203279	0.995556	0.003513	TRAPPIST	I+z
-0.202139	1.000873	0.00296	TRAPPIST	I+z
-0.200614	0.998853	0.00107	TRAPPIST	I+z
-0.199079	0.998216	0.000399	TRAPPIST	I+z
-0.197409	0.994246	0.002929	TRAPPIST	I+z
-0.193549	0.997258	0.002009	TRAPPIST	I+z
-0.192014	0.998231	0.003825	TRAPPIST	I+z
-0.190534	1.000889	0.002517	TRAPPIST	I+z
-0.1894	1.001041	0.003571	TRAPPIST	I+z
-0.1883	1.000136	0.000682	TRAPPIST	I+z
-0.186775	0.99663	0.003372	TRAPPIST	I+z
-0.18525	1.007439	0.000072	TRAPPIST	I+z
-0.18375	0.998989	0.002849	TRAPPIST	I+z
-0.182245	1.003219	0.003	TRAPPIST	I+z
-0.1811	0.995514	0.003609	TRAPPIST	I+z
-0.179965	0.994629	0.001755	TRAPPIST	I+z
-0.17844	1.001161	0.003153	TRAPPIST	I+z
-0.17692	0.999417	0.002758	TRAPPIST	I+z
-0.1754	1.001822	0.001969	TRAPPIST	I+z
-0.17388	1.000852	0.002321	TRAPPIST	I+z
-0.17274	1.003674	0.003665	TRAPPIST	I+z
-0.1716	1.004561	0.000533	TRAPPIST	I+z
-0.17008	1.006372	0.002102	TRAPPIST	I+z
-0.168505	1.000034	0.001321	TRAPPIST	I+z
-0.16693	0.998222	0.00229	TRAPPIST	I+z
-0.16578	1.001327	0.003706	TRAPPIST	I+z
-0.16458	0.999143	0.002669	TRAPPIST	I+z
-0.16338	0.998893	0.003833	TRAPPIST	I+z
-0.159996	0.998359	0.000412	TRAPPIST	I+z
