-0.071663	1.000086	0.003611	TRAPPIST-South	I+z	-27
-0.066923	0.999142	0.004642	TRAPPIST-South	I+z	-27
-0.062118	0.996465	0.00406	TRAPPIST-South	I+z	-27
-0.057281	0.999149	0.002093	TRAPPIST-South	I+z	-27
-0.05243	0.999727	0.003401	TRAPPIST-South	I+z	-27
-0.047567	0.998545	0.002103	TRAPPIST-South	I+z	-27
-0.041793	0.999473	0.00196	TRAPPIST-South	I+z	-27
-0.036303	0.998885	0.00297	TRAPPIST-South	I+z	-27
-0.031401	1.000297	0.002163	TRAPPIST-South	I+z	-27
-0.02656	1.002188	0.002073	TRAPPIST-South	I+z	-27
-0.021703	1.000972	0.003127	TRAPPIST-South	I+z	-27
-0.016816	0.999604	0.001746	TRAPPIST-South	I+z	-27
-0.011794	1.000866	0.00213	TRAPPIST-South	I+z	-27
-0.005753	0.996716	0.001976	TRAPPIST-South	I+z	-27
-0.000853	0.992154	0.002794	TRAPPIST-South	I+z	-27
0.004094	0.995836	0.001619	TRAPPIST-South	I+z	-27
0.009012	0.996346	0.001881	TRAPPIST-South	I+z	-27
0.013813	0.994177	0.001985	TRAPPIST-South	I+z	-27
0.018687	1.00065	0.002096	TRAPPIST-South	I+z	-27
0.024493	0.998682	0.001828	TRAPPIST-South	I+z	-27
0.029787	0.998663	0.001793	TRAPPIST-South	I+z	-27
0.034644	1.001252	0.002354	TRAPPIST-South	I+z	-27
0.039416	1.001921	0.001748	TRAPPIST-South	I+z	-27
0.044297	1.000821	0.001356	TRAPPIST-South	I+z	-27
0.049062	0.997168	0.001414	TRAPPIST-South	I+z	-27
0.05431	1.002111	0.001438	TRAPPIST-South	I+z	-27
0.06008	0.998863	0.00148	TRAPPIST-South	I+z	-27
0.064932	1.000824	0.002347	TRAPPIST-South	I+z	-27
0.06985	1.002222	0.001182	TRAPPIST-South	I+z	-27
0.074712	1.00031	0.00118	TRAPPIST-South	I+z	-27
0.079547	0.996609	0.001722	TRAPPIST-South	I+z	-27
0.084403	1.00267	0.00252	TRAPPIST-South	I+z	-27
0.090357	1.000092	0.001729	TRAPPIST-South	I+z	-27
0.095364	0.996823	0.001033	TRAPPIST-South	I+z	-27
0.100042	1.000439	0.002168	TRAPPIST-South	I+z	-27
0.104799	0.998663	0.002218	TRAPPIST-South	I+z	-27
0.11178	1.000956	0.001322	TRAPPIST-South	I+z	-27
-0.188175	0.99809	0.000526	WHT	I	-11
-0.183057	0.999565	0.000448	WHT	I	-11
-0.177936	0.999263	0.000522	WHT	I	-11
-0.172817	0.99941	0.00054	WHT	I	-11
-0.167703	0.999551	0.000255	WHT	I	-11
-0.162385	0.999475	0.00038	WHT	I	-11
-0.156906	1.001201	0.000332	WHT	I	-11
-0.151788	1.000702	0.000338	WHT	I	-11
-0.146669	1.000561	0.00044	WHT	I	-11
-0.141555	0.999784	0.000316	WHT	I	-11
-0.136436	1.000726	0.000244	WHT	I	-11
-0.131314	0.999103	0.000298	WHT	I	-11
-0.126185	0.999622	0.000313	WHT	I	-11
-0.121069	1.000775	0.000441	WHT	I	-11
-0.115955	1.000096	0.000248	WHT	I	-11
-0.110829	0.999601	0.000258	WHT	I	-11
-0.105706	1.000202	0.00028	WHT	I	-11
-0.100585	0.999286	0.00027	WHT	I	-11
-0.095466	0.999087	0.000274	WHT	I	-11
-0.090344	1.000641	0.000297	WHT	I	-11
-0.085227	1.000027	0.000233	WHT	I	-11
-0.080103	0.999917	0.000234	WHT	I	-11
-0.074973	1.000593	0.000181	WHT	I	-11
-0.069854	0.999553	0.000222	WHT	I	-11
-0.064736	1.000269	0.000251	WHT	I	-11
-0.059622	0.999574	0.000287	WHT	I	-11
-0.054505	0.99999	0.000279	WHT	I	-11
-0.04939	0.99995	0.000234	WHT	I	-11
-0.044245	1.000018	0.000173	WHT	I	-11
-0.039114	1.000609	0.000384	WHT	I	-11
-0.033993	1.000442	0.000277	WHT	I	-11
-0.028874	1.000333	0.000218	WHT	I	-11
-0.023752	1.000499	0.000281	WHT	I	-11
-0.018634	1.000166	0.000174	WHT	I	-11
-0.013515	1.000047	0.000348	WHT	I	-11
-0.008398	0.997365	0.000278	WHT	I	-11
-0.003279	0.995676	0.00032	WHT	I	-11
0.001839	0.994983	0.000152	WHT	I	-11
0.00696	0.994698	0.000241	WHT	I	-11
0.012083	0.994478	0.000117	WHT	I	-11
0.017199	0.996702	0.000319	WHT	I	-11
0.022316	0.99919	0.000305	WHT	I	-11
0.027436	0.999663	0.000275	WHT	I	-11
0.032554	0.999914	0.000268	WHT	I	-11
0.037683	0.999971	0.000241	WHT	I	-11
0.042804	0.999782	0.000297	WHT	I	-11
0.047926	0.999494	0.000179	WHT	I	-11
0.053052	0.999366	0.00035	WHT	I	-11
0.058173	0.999046	0.000335	WHT	I	-11
0.063293	0.999588	0.000231	WHT	I	-11
0.06841	0.999461	0.000245	WHT	I	-11
0.07353	1.000656	0.000419	WHT	I	-11
0.078645	1.001108	0.000364	WHT	I	-11
0.083764	1.000663	0.000235	WHT	I	-11
0.08888	1.000549	0.000276	WHT	I	-11
0.094002	1.001625	0.000322	WHT	I	-11
0.099119	1.00105	0.0002	WHT	I	-11
0.104235	1.000434	0.000262	WHT	I	-11
0.10937	0.999751	0.000282	WHT	I	-11
0.114525	0.999791	0.000324	WHT	I	-11
0.119645	0.999743	0.000318	WHT	I	-11
0.124762	0.999726	0.000425	WHT	I	-11
0.129876	0.999791	0.000331	WHT	I	-11
0.134995	0.999834	0.000258	WHT	I	-11
0.14068	1.000644	0.000423	WHT	I	-11
0.146301	0.999137	0.000502	WHT	I	-11
0.151423	0.999159	0.000619	WHT	I	-11
0.156542	0.999908	0.000746	WHT	I	-11
0.161969	0.998886	0.000649	WHT	I	-11
-0.093172	1.002353	0.001157	TRAPPIST-South	I+z	-7
-0.088265	0.997925	0.002041	TRAPPIST-South	I+z	-7
-0.083042	0.999989	0.000371	TRAPPIST-South	I+z	-7
-0.077162	1.00044	0.00106	TRAPPIST-South	I+z	-7
-0.072247	0.998542	0.001099	TRAPPIST-South	I+z	-7
-0.067314	0.999017	0.001542	TRAPPIST-South	I+z	-7
-0.06252	0.999752	0.000925	TRAPPIST-South	I+z	-7
-0.057682	1.000889	0.001161	TRAPPIST-South	I+z	-7
-0.052785	1.000461	0.001072	TRAPPIST-South	I+z	-7
-0.046892	1.000178	0.000901	TRAPPIST-South	I+z	-7
-0.04181	1.000299	0.000994	TRAPPIST-South	I+z	-7
-0.036888	1.000353	0.001446	TRAPPIST-South	I+z	-7
-0.03196	1.001608	0.000752	TRAPPIST-South	I+z	-7
-0.027042	0.999247	0.001393	TRAPPIST-South	I+z	-7
-0.022117	0.998295	0.001574	TRAPPIST-South	I+z	-7
-0.016407	1.000342	0.002768	TRAPPIST-South	I+z	-7
-0.010938	0.994922	0.001243	TRAPPIST-South	I+z	-7
-0.006097	0.999143	0.00101	TRAPPIST-South	I+z	-7
-0.001188	0.9949	0.001819	TRAPPIST-South	I+z	-7
0.003729	0.994917	0.000943	TRAPPIST-South	I+z	-7
0.008628	0.994313	0.001275	TRAPPIST-South	I+z	-7
0.013715	0.997424	0.000992	TRAPPIST-South	I+z	-7
0.019818	0.998053	0.001801	TRAPPIST-South	I+z	-7
0.024738	1.000732	0.001483	TRAPPIST-South	I+z	-7
0.029659	1.000067	0.001618	TRAPPIST-South	I+z	-7
0.03454	0.9997	0.00195	TRAPPIST-South	I+z	-7
0.039413	0.997525	0.001658	TRAPPIST-South	I+z	-7
0.044285	0.999449	0.001909	TRAPPIST-South	I+z	-7
0.0504	1.00299	0.000865	TRAPPIST-South	I+z	-7
0.055523	1.001564	0.001628	TRAPPIST-South	I+z	-7
0.06044	0.99849	0.001062	TRAPPIST-South	I+z	-7
0.065353	1.001802	0.002633	TRAPPIST-South	I+z	-7
0.07027	0.999754	0.001489	TRAPPIST-South	I+z	-7
0.075203	0.999968	0.001209	TRAPPIST-South	I+z	-7
0.080965	1.000967	0.00209	TRAPPIST-South	I+z	-7
0.086523	1.002766	0.001628	TRAPPIST-South	I+z	-7
0.091448	1.001661	0.001904	TRAPPIST-South	I+z	-7
0.096711	0.994623	0.001507	TRAPPIST-South	I+z	-7
-0.04324	0.998771	0.000818	TRAPPIST-South	I+z	-6
-0.038351	1.00079	0.001648	TRAPPIST-South	I+z	-6
-0.033478	0.997731	0.001203	TRAPPIST-South	I+z	-6
-0.028575	1.002488	0.001969	TRAPPIST-South	I+z	-6
-0.023715	1.000039	0.001973	TRAPPIST-South	I+z	-6
-0.018828	1.001941	0.00159	TRAPPIST-South	I+z	-6
-0.013171	0.996116	0.001776	TRAPPIST-South	I+z	-6
-0.007722	0.99439	0.001917	TRAPPIST-South	I+z	-6
-0.002838	0.996737	0.001927	TRAPPIST-South	I+z	-6
0.002052	0.999188	0.000895	TRAPPIST-South	I+z	-6
0.006949	0.996177	0.002163	TRAPPIST-South	I+z	-6
0.011848	0.994601	0.001444	TRAPPIST-South	I+z	-6
0.016915	0.996384	0.00209	TRAPPIST-South	I+z	-6
0.023036	0.99798	0.002476	TRAPPIST-South	I+z	-6
0.027939	0.998401	0.001371	TRAPPIST-South	I+z	-6
0.032839	1.0045	0.002241	TRAPPIST-South	I+z	-6
0.037733	0.997741	0.001361	TRAPPIST-South	I+z	-6
0.043032	1.000797	0.002003	TRAPPIST-South	I+z	-6
-0.474654	1.001463	0.000858	Spitzer	CH2	-4
-0.470165	0.999483	0.000164	Spitzer	CH2	-4
-0.465672	1.000754	0.000821	Spitzer	CH2	-4
-0.461178	1.001169	0.000993	Spitzer	CH2	-4
-0.456685	1.001157	0.000279	Spitzer	CH2	-4
-0.452192	1.001441	0.0007	Spitzer	CH2	-4
-0.447701	1.001028	0.000731	Spitzer	CH2	-4
-0.443205	1.001189	0.000475	Spitzer	CH2	-4
-0.438714	1.000454	0.000653	Spitzer	CH2	-4
-0.434218	1.000205	0.00009	Spitzer	CH2	-4
-0.429724	0.999918	0.000184	Spitzer	CH2	-4
-0.425231	1.000778	0.000434	Spitzer	CH2	-4
-0.42074	1.001242	0.000299	Spitzer	CH2	-4
-0.416244	1.000523	0.000206	Spitzer	CH2	-4
-0.41175	1.000271	0.000469	Spitzer	CH2	-4
-0.407259	1.000014	0.000343	Spitzer	CH2	-4
-0.402763	1.000081	0.000387	Spitzer	CH2	-4
-0.398269	0.999752	0.00053	Spitzer	CH2	-4
-0.393774	1.000639	0.000722	Spitzer	CH2	-4
-0.389283	0.999384	0.000136	Spitzer	CH2	-4
