-0.126112	1.004772	0.005091	TRAPPIST	I+z
-0.124212	0.999075	0.000868	TRAPPIST	I+z
-0.119532	0.999034	0.001503	TRAPPIST	I+z
-0.116872	1.000424	0.003933	TRAPPIST	I+z
-0.113452	0.999899	0.001316	TRAPPIST	I+z
-0.110032	1.001221	0.001301	TRAPPIST	I+z
-0.106613	0.999172	0.001881	TRAPPIST	I+z
-0.103185	1.002495	0.001065	TRAPPIST	I+z
-0.099763	0.997486	0.002449	TRAPPIST	I+z
-0.096333	0.997443	0.001469	TRAPPIST	I+z
-0.092541	1.001335	0.001075	TRAPPIST	I+z
-0.089933	1.002918	0.000395	TRAPPIST	I+z
-0.085338	0.996421	0.001705	TRAPPIST	I+z
-0.082288	1.00205	0.00261	TRAPPIST	I+z
-0.078922	0.998009	0.000697	TRAPPIST	I+z
-0.075524	1.004224	0.002214	TRAPPIST	I+z
-0.071597	1.004334	0.001137	TRAPPIST	I+z
-0.068304	0.998018	0.002176	TRAPPIST	I+z
-0.064651	0.999513	0.001614	TRAPPIST	I+z
-0.061464	0.999451	0.001234	TRAPPIST	I+z
-0.058014	0.998182	0.001702	TRAPPIST	I+z
-0.054552	0.999008	0.001243	TRAPPIST	I+z
-0.051074	1.000315	0.001422	TRAPPIST	I+z
-0.047679	0.999382	0.000957	TRAPPIST	I+z
-0.043879	1.001586	0.001271	TRAPPIST	I+z
-0.040464	0.999504	0.001462	TRAPPIST	I+z
-0.037037	1.000162	0.001134	TRAPPIST	I+z
-0.033858	0.999725	0.001679	TRAPPIST	I+z
-0.030075	1.004482	0.000855	TRAPPIST	I+z
-0.026785	0.998317	0.001719	TRAPPIST	I+z
-0.023274	0.996173	0.000808	TRAPPIST	I+z
-0.019414	0.995836	0.001227	TRAPPIST	I+z
-0.016316	0.992379	0.00113	TRAPPIST	I+z
-0.012771	0.992248	0.001195	TRAPPIST	I+z
-0.009356	0.991167	0.001358	TRAPPIST	I+z
-0.005931	0.991546	0.001126	TRAPPIST	I+z
-0.002488	0.989384	0.001055	TRAPPIST	I+z
0.000822	0.987691	0.001558	TRAPPIST	I+z
0.00452	0.988831	0.001309	TRAPPIST	I+z
0.008138	0.990875	0.001241	TRAPPIST	I+z
0.011203	0.99107	0.001233	TRAPPIST	I+z
0.01505	0.996185	0.001537	TRAPPIST	I+z
0.018288	0.992403	0.001077	TRAPPIST	I+z
0.021923	0.994911	0.000796	TRAPPIST	I+z
0.025485	0.998251	0.001739	TRAPPIST	I+z
0.028946	0.999858	0.001535	TRAPPIST	I+z
0.03237	1.003333	0.00158	TRAPPIST	I+z
0.036144	1.003699	0.00158	TRAPPIST	I+z
0.039286	0.998596	0.001395	TRAPPIST	I+z
0.042706	1.002515	0.001638	TRAPPIST	I+z
0.046209	0.998808	0.002199	TRAPPIST	I+z
0.049645	0.998672	0.002361	TRAPPIST	I+z
0.053072	1.000615	0.001179	TRAPPIST	I+z
0.056659	1.000743	0.002339	TRAPPIST	I+z
0.060129	0.996532	0.003017	TRAPPIST	I+z
0.063261	0.997511	0.002301	TRAPPIST	I+z
0.067181	1.001298	0.002174	TRAPPIST	I+z
0.070609	1.00027	0.001615	TRAPPIST	I+z
0.073813	0.998066	0.001839	TRAPPIST	I+z
0.076161	1.005727	0.000136	TRAPPIST	I+z
